comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on
C00038_P048,P048,Self-Image & Comparison,underrated page fr macha,generic,neutral,5,2025-08-04
C00039_P048,P048,Self-Image & Comparison,you read my diary ong,validation,relatable,11,2025-08-04
C00040_P048,P048,Self-Image & Comparison,the way my whole life 😭,validation,relatable,12,2025-08-04
C00041_P048,P048,Self-Image & Comparison,I'm going to pretend I didn't read this anna,validation,relatable,7,2025-08-04
C00042_P048,P048,Self-Image & Comparison,this is screenshot of my head lol,validation,relatable,9,2025-08-04
C00043_P048,P048,Self-Image & Comparison,IS THIS BASED ON REAL EVENTS?,question,neutral,10,2025-08-04
C00044_P048,P048,Self-Image & Comparison,great content !!,generic,neutral,15,2025-08-04
C00045_P048,P048,Self-Image & Comparison,sending this to the group chat with no context ?!,validation,relatable,19,2025-08-04
C00046_P048,P048,Self-Image & Comparison,"watched this, closed the app, opened it again, watched it again. yeah. yaar",validation,relatable,6,2025-08-04
C00047_P048,P048,Self-Image & Comparison,painfully accurate no cap,validation,relatable,13,2025-08-04
C00048_P048,P048,Self-Image & Comparison,"ANOTHER RELATABLE PAGE, HOW ORIGINAL",sarcasm,neutral,10,2025-08-04
C00049_P048,P048,Self-Image & Comparison,ok this one hurt,ambiguous,relatable,10,2025-08-04
C00050_P048,P048,Self-Image & Comparison,wow okay theen,ambiguous,relatable,13,2025-08-04
C00051_P048,P048,Self-Image & Comparison,mood.,ambiguous,neutral,15,2025-08-04
C00052_P048,P048,Self-Image & Comparison,excuse me so me fr fr,validation,relatable,16,2025-08-04
C00053_P048,P048,Self-Image & Comparison,reading this at 3am was a mistake pls,validation,relatable,11,2025-08-04
C00054_P048,P048,Self-Image & Comparison,watched this five times already no cap,validation,relatable,10,2025-08-04
C00055_P048,P048,Self-Image & Comparison,ok but my whole life...,validation,relatable,13,2025-08-04
C00056_P048,P048,Self-Image & Comparison,love this page !!,generic,neutral,9,2025-08-04
C00057_P048,P048,Self-Image & Comparison,wow okay,ambiguous,neutral,11,2025-08-04
C00058_P048,P048,Self-Image & Comparison,haha 🔥,generic,neutral,10,2025-08-04
C00059_P048,P048,Self-Image & Comparison,excuse me so me 🥲,validation,relatable,12,2025-08-04
C00060_P048,P048,Self-Image & Comparison,watched this five times already lol,validation,relatable,9,2025-08-04
C00061_P048,P048,Self-Image & Comparison,haha true macha,generic,neutral,8,2025-08-04
C00062_P048,P048,Self-Image & Comparison,this speaks for my whole generation 🥲🥲,validation,relatable,15,2025-08-04
C00063_P048,P048,Self-Image & Comparison,sir this is my diary page 🥲🥲,validation,relatable,7,2025-08-04
C00064_P048,P048,Self-Image & Comparison,"hold on, it me lmaoo",validation,relatable,11,2025-08-04
C00065_P048,P048,Self-Image & Comparison,stating the obvious since 2020,sarcasm,neutral,8,2025-08-04
C00066_P048,P048,Self-Image & Comparison,sir this is my diary page bhai,validation,relatable,6,2025-08-04
C00067_P048,P048,Self-Image & Comparison,ok so it me yaar,validation,relatable,6,2025-08-04
C00068_P048,P048,Self-Image & Comparison,literally exactly what I go through da,validation,relatable,8,2025-08-04
C00069_P048,P048,Self-Image & Comparison,"everyone overthinks, nothing special",sarcasm,neutral,14,2025-08-04
C00070_P048,P048,Self-Image & Comparison,this is me in one post lmao,validation,relatable,9,2025-08-04
C00071_P048,P048,Self-Image & Comparison,follow for follow? ++,generic,neutral,16,2025-08-04
C00072_P048,P048,Self-Image & Comparison,stop describing me 🥲,validation,relatable,11,2025-08-04
C00073_P048,P048,Self-Image & Comparison,sending this to the group chat with no context lmaoo,validation,relatable,10,2025-08-04
C00074_P048,P048,Self-Image & Comparison,posted at the right time 👍,generic,neutral,11,2025-08-04
C00075_P048,P048,Self-Image & Comparison,literally my last three years in one video yaar,validation,relatable,11,2025-08-04
C00076_P048,P048,Self-Image & Comparison,excuse me the story of my life,validation,relatable,13,2025-08-04
C00077_P048,P048,Self-Image & Comparison,literally me in one post 🥲,validation,relatable,9,2025-08-04
C00078_P048,P048,Self-Image & Comparison,"found this page today, already binged everything btw",generic,neutral,10,2025-08-04
C00079_P048,P048,Self-Image & Comparison,the waaay my brain on a normal tuesday 🥲🥲,validation,relatable,15,2025-08-04
C00080_P048,P048,Self-Image & Comparison,I'm in this post and I don't like it 💀,validation,relatable,16,2025-08-04
C00081_P048,P048,Self-Image & Comparison,reading this at 3am was a mistake,validation,relatable,15,2025-08-04
C00082_P048,P048,Self-Image & Comparison,reading this at 3am was a mistake 🥲🥲,validation,relatable,10,2025-08-04
C00083_P048,P048,Self-Image & Comparison,check my page,generic,neutral,13,2025-08-04
C00084_P048,P048,Self-Image & Comparison,saved this for the next time it happens ngl,validation,relatable,11,2025-08-04
C00085_P048,P048,Self-Image & Comparison,sadly accurate,ambiguous,neutral,11,2025-08-04
C00086_P048,P048,Self-Image & Comparison,nah my last three years in one video da,validation,relatable,8,2025-08-04
C00087_P048,P048,Self-Image & Comparison,nah exactly what I go through istg,validation,relatable,11,2025-08-04
C00088_P048,P048,Self-Image & Comparison,the way too accurate istg,validation,relatable,8,2025-08-04
C00089_P048,P048,Self-Image & Comparison,your page will blow up btw,generic,neutral,9,2025-08-04
C00090_P048,P048,Self-Image & Comparison,I live this every single day pls,validation,relatable,14,2025-08-04
C00091_P048,P048,Self-Image & Comparison,FACTS BTW,generic,neutral,8,2025-08-04
C00092_P048,P048,Self-Image & Comparison,your page will blow up 👍,generic,neutral,7,2025-08-04
C00093_P048,P048,Self-Image & Comparison,nah exactly what I go through lol,validation,relatable,7,2025-08-04
C00094_P048,P048,Self-Image & Comparison,make one about first job interviews please,question,neutral,16,2025-08-04
C00095_P048,P048,Self-Image & Comparison,facts ++,generic,neutral,11,2025-08-04
C00096_P048,P048,Self-Image & Comparison,ok so me in one post!!,validation,relatable,10,2025-08-04
C00097_P048,P048,Self-Image & Comparison,literally screenshot of my head 😅,validation,relatable,13,2025-08-04
C00098_P048,P048,Self-Image & Comparison,deserves way more likes!,generic,neutral,14,2025-08-04
C00099_P048,P048,Self-Image & Comparison,i felt that ?!,validation,relatable,9,2025-08-04
C00100_P048,P048,Self-Image & Comparison,literally my last three years in one video 😭😭,validation,relatable,12,2025-08-04
C00101_P048,P048,Self-Image & Comparison,who allowed you to expose me like this istg,validation,relatable,13,2025-08-04
C00102_P048,P048,Self-Image & Comparison,no because my biography lmaoo,validation,relatable,12,2025-08-04
C00103_P048,P048,Self-Image & Comparison,i paused. sat down. processed. same. ?!,validation,relatable,8,2025-08-04
C00104_P048,P048,Self-Image & Comparison,every frame is my biography 💀,validation,relatable,14,2025-08-04
C00105_P048,P048,Self-Image & Comparison,why is this a documentary about me,validation,relatable,11,2025-08-04
C00106_P048,P048,Self-Image & Comparison,I didn't consent to being exposed pls,validation,relatable,9,2025-08-04
C00107_P048,P048,Self-Image & Comparison,not me a documentary about me da,validation,relatable,10,2025-08-04
C00108_P048,P048,Self-Image & Comparison,why is this too real ?!,validation,relatable,6,2025-08-04
C00109_P048,P048,Self-Image & Comparison,love this page sis,generic,neutral,7,2025-08-04
C00110_P048,P048,Self-Image & Comparison,uncomfortably accurate,ambiguous,neutral,13,2025-08-04
C00111_P048,P048,Self-Image & Comparison,but same though,ambiguous,neutral,1,2025-08-04
C00112_P048,P048,Self-Image & Comparison,deserves way more likes bro,generic,neutral,10,2025-08-04
C00113_P048,P048,Self-Image & Comparison,true 🔥,generic,neutral,11,2025-08-04
C00114_P048,P048,Self-Image & Comparison,"sent this to my best friend at 2am and she replied why is this us, I still have no answer da",validation,relatable,6,2025-08-04
C00115_P048,P048,Self-Image & Comparison,took the words right out of my muoth ngl,validation,relatable,17,2025-08-04
C00116_P048,P048,Self-Image & Comparison,"watched this, closed the app, opened it again, watched it again. yeah. 🥲🥲",validation,relatable,9,2025-08-04
C00117_P048,P048,Self-Image & Comparison,follow for follow? macha,generic,neutral,9,2025-08-04
C00118_P048,P048,Self-Image & Comparison,sending this to the group chat with no context ong,validation,relatable,9,2025-08-04
C00119_P048,P048,Self-Image & Comparison,the edit quality is insane!,generic,neutral,9,2025-08-04
C00000_P049,P049,Social Anxiety,this speaks for my whole generation,validation,relatable,9,2025-08-06
C00001_P049,P049,Social Anxiety,bro exactly what i go through pls,validation,relatable,9,2025-08-06
C00002_P049,P049,Social Anxiety,i've never been so seen,validation,relatable,12,2025-08-06
C00003_P049,P049,Social Anxiety,my hands shake when the phone rings too,personal_story,relatable,13,2025-08-06
C00004_P049,P049,Social Anxiety,painfully accurate da,validation,relatable,8,2025-08-06
C00005_P049,P049,Social Anxiety,song name please? !!,generic,neutral,10,2025-08-06
C00006_P049,P049,Social Anxiety,every frame is my biography!!,validation,relatable,15,2025-08-06
C00007_P049,P049,Social Anxiety,"another relatable page, how original",sarcasm,neutral,13,2025-08-06
C00008_P049,P049,Social Anxiety,why does this feel personal!!,validation,relatable,18,2025-08-06
C00009_P049,P049,Social Anxiety,I felt that da,validation,relatable,13,2025-08-06
C00010_P049,P049,Social Anxiety,not me my everyday routine istg,validation,relatable,10,2025-08-06
C00011_P049,P049,Social Anxiety,check my page sis,generic,neutral,11,2025-08-06
C00012_P049,P049,Social Anxiety,nice psot,generic,neutral,12,2025-08-06
C00013_P049,P049,Social Anxiety,"HOLD ON, MY BIOGRAPHY...",validation,relatable,7,2025-08-06
C00014_P049,P049,Social Anxiety,the edit quality is insane !!,generic,neutral,11,2025-08-06
C00015_P049,P049,Social Anxiety,"I rehearse before ordering coffee, no exaggeration",personal_story,relatable,12,2025-08-06
C00016_P049,P049,Social Anxiety,literally a documentary about me lol,validation,relatable,8,2025-08-06
C00017_P049,P049,Social Anxiety,I relate to this too much no cap,validation,relatable,13,2025-08-06
C00018_P049,P049,Social Anxiety,I'M GOING TO PRETEND I DIDN'T READ THIS LMAO,validation,relatable,11,2025-08-06
C00019_P049,P049,Social Anxiety,superb !!,generic,neutral,16,2025-08-06
C00020_P049,P049,Social Anxiety,why is nobody talking about how accurate this is,ambiguous,relatable,6,2025-08-06
C00021_P049,P049,Social Anxiety,ok but a documentary about me 😅,validation,relatable,9,2025-08-06
C00022_P049,P049,Social Anxiety,the honesty is refreshing,ambiguous,neutral,11,2025-08-06
C00023_P049,P049,Social Anxiety,that hit close to home lmaoo,validation,relatable,9,2025-08-06
C00024_P049,P049,Social Anxiety,reading this at 3am was a mistake 🥲,validation,relatable,12,2025-08-06
C00025_P049,P049,Social Anxiety,you read my diary fr,validation,relatable,13,2025-08-06
C00026_P049,P049,Social Anxiety,ok but too accurate!!,validation,relatable,7,2025-08-06
C00027_P049,P049,Social Anxiety,not me litreally me,validation,relatable,11,2025-08-06
C00028_P049,P049,Social Anxiety,this generation and its labels istg,sarcasm,neutral,11,2025-08-06
C00029_P049,P049,Social Anxiety,background music name? macha,generic,neutral,10,2025-08-06
C00030_P049,P049,Social Anxiety,it's one thing to make a meme and another to describe my whole personality 😭,validation,relatable,15,2025-08-06
C00031_P049,P049,Social Anxiety,😍 👍,generic,neutral,14,2025-08-06
C00032_P049,P049,Social Anxiety,fr too accurate da,validation,relatable,12,2025-08-06
C00033_P049,P049,Social Anxiety,I didn't consent to being exposed 💀,validation,relatable,12,2025-08-06
C00034_P049,P049,Social Anxiety,this is my biography ?!,validation,relatable,10,2025-08-06
C00035_P049,P049,Social Anxiety,dm for promotions 🔥,generic,neutral,15,2025-08-06
C00036_P049,P049,Social Anxiety,I'm going to pretend I didn't read this lmaoo,validation,relatable,12,2025-08-06
C00037_P049,P049,Social Anxiety,this is literally me 😭,validation,relatable,13,2025-08-06
C00038_P049,P049,Social Anxiety,I'm in this post and I don't like it 😭😭,validation,relatable,14,2025-08-06
C00039_P049,P049,Social Anxiety,nah screenshot of my head istg,validation,relatable,9,2025-08-06
C00040_P049,P049,Social Anxiety,ok this one hurt,ambiguous,neutral,13,2025-08-06
C00041_P049,P049,Social Anxiety,lol ok !!,generic,neutral,8,2025-08-06
C00042_P049,P049,Social Anxiety,no because literally me lmao,validation,relatable,10,2025-08-06
C00043_P049,P049,Social Anxiety,I'm going to pretend I didn't read this ?!,validation,relatable,9,2025-08-06
C00044_P049,P049,Social Anxiety,so true macha,generic,neutral,17,2025-08-06
C00045_P049,P049,Social Anxiety,i've never been so seen istg,validation,relatable,14,2025-08-06
C00046_P049,P049,Social Anxiety,I showed this to my roommate and we just sat in silence for a minute lol,validation,relatable,12,2025-08-06
C00047_P049,P049,Social Anxiety,why is this me in one post,validation,relatable,13,2025-08-06
C00048_P049,P049,Social Anxiety,the edit quality is insane bro,generic,neutral,11,2025-08-06
C00049_P049,P049,Social Anxiety,the algorithm finally did something right!,generic,neutral,16,2025-08-06
C00050_P049,P049,Social Anxiety,reading this at 3am was a mistake da,validation,relatable,11,2025-08-06
C00051_P049,P049,Social Anxiety,cool edit !!,generic,neutral,10,2025-08-06
C00052_P049,P049,Social Anxiety,why does this feel eprsonal,validation,relatable,8,2025-08-06
C00053_P049,P049,Social Anxiety,crying,ambiguous,relatable,13,2025-08-06
C00054_P049,P049,Social Anxiety,haha bro,generic,neutral,13,2025-08-06
C00055_P049,P049,Social Anxiety,watched this five times already,validation,relatable,10,2025-08-06
C00056_P049,P049,Social Anxiety,this is literally me lol,validation,relatable,5,2025-08-06
C00057_P049,P049,Social Anxiety,ok but personal at this point yaar,validation,relatable,14,2025-08-06
C00058_P049,P049,Social Anxiety,"came here to laugh, stayed to confront myself 🥲🥲",validation,relatable,5,2025-08-06
C00059_P049,P049,Social Anxiety,I'm crying,ambiguous,relatable,12,2025-08-06
C00060_P049,P049,Social Anxiety,superb sis,generic,neutral,17,2025-08-06
C00061_P049,P049,Social Anxiety,this is a documentary about me no cap,validation,relatable,10,2025-08-06
C00062_P049,P049,Social Anxiety,reporting this for personal damage lmao,validation,relatable,9,2025-08-06
C00063_P049,P049,Social Anxiety,the way exactly what I go through lmaoo,validation,relatable,12,2025-08-06
C00064_P049,P049,Social Anxiety,nice post!,generic,neutral,13,2025-08-06
C00065_P049,P049,Social Anxiety,when is part 2? 👍,generic,neutral,11,2025-08-06
C00066_P049,P049,Social Anxiety,the timing of this post is suspicious yaar,validation,relatable,16,2025-08-06
C00067_P049,P049,Social Anxiety,ok but my brain on a normal tuesday 😅,validation,relatable,6,2025-08-06
C00068_P049,P049,Social Anxiety,great content btw,generic,neutral,11,2025-08-06
C00069_P049,P049,Social Anxiety,not me it me 😅,validation,relatable,12,2025-08-06
C00070_P049,P049,Social Anxiety,the timing of this post is suspicious anna,validation,relatable,14,2025-08-06
C00071_P049,P049,Social Anxiety,that hit close to home pls,validation,relatable,8,2025-08-06
C00072_P049,P049,Social Anxiety,this speaks for my whole generation 🥲🥲,validation,relatable,13,2025-08-06
C00073_P049,P049,Social Anxiety,"everyone overthinks, nothing special",sarcasm,neutral,11,2025-08-06
C00074_P049,P049,Social Anxiety,"found this page today, already binged everything :)",generic,neutral,10,2025-08-06
C00075_P049,P049,Social Anxiety,exaclty this,ambiguous,neutral,8,2025-08-06
C00076_P049,P049,Social Anxiety,hello?? it me istg,validation,relatable,14,2025-08-06
C00077_P049,P049,Social Anxiety,keep it up 👍,generic,neutral,8,2025-08-06
C00078_P049,P049,Social Anxiety,realest thing on my feed today,ambiguous,neutral,9,2025-08-06
C00079_P049,P049,Social Anxiety,i live this every single day lmaoo,validation,relatable,9,2025-08-06
C00080_P049,P049,Social Anxiety,the caption though,ambiguous,neutral,14,2025-08-06
C00081_P049,P049,Social Anxiety,congratulations you discovered being human,sarcasm,neutral,12,2025-08-06
C00082_P049,P049,Social Anxiety,hello?? too accurate no cap,validation,relatable,13,2025-08-06
C00083_P049,P049,Social Anxiety,stop describing me 😅,validation,relatable,9,2025-08-06
C00084_P049,P049,Social Anxiety,which app is this? bro,generic,neutral,12,2025-08-06
C00085_P049,P049,Social Anxiety,free followers in bio,generic,neutral,11,2025-08-06
C00086_P049,P049,Social Anxiety,haha,generic,neutral,14,2025-08-06
C00087_P049,P049,Social Anxiety,underrated page fr 🔥,generic,neutral,15,2025-08-06
C00088_P049,P049,Social Anxiety,no because exactly what i go through istg,validation,relatable,5,2025-08-06
C00089_P049,P049,Social Anxiety,follow for follow?,generic,neutral,12,2025-08-06
C00090_P049,P049,Social Anxiety,this is literally me no cap,validation,relatable,6,2025-08-06
C00091_P049,P049,Social Anxiety,nah too accurate fr,validation,relatable,11,2025-08-06
C00092_P049,P049,Social Anxiety,too real,ambiguous,relatable,9,2025-08-06
C00093_P049,P049,Social Anxiety,saved this for the next time it happens...,validation,relatable,9,2025-08-06
C00094_P049,P049,Social Anxiety,I've never been so seen bhai,validation,relatable,10,2025-08-06
C00095_P049,P049,Social Anxiety,this is literally me istg,validation,relatable,12,2025-08-06
C00096_P049,P049,Social Anxiety,painfully accurate 😭😭,validation,relatable,9,2025-08-06
C00097_P049,P049,Social Anxiety,do a collab with us 🔥,generic,neutral,13,2025-08-06
C00098_P049,P049,Social Anxiety,ok so so me 💀,validation,relatable,10,2025-08-06
C00099_P049,P049,Social Anxiety,why is this too real...,validation,relatable,7,2025-08-06
C00100_P049,P049,Social Anxiety,no because too accurate...,validation,relatable,13,2025-08-06
C00101_P049,P049,Social Anxiety,my eevryday routine 💀,validation,relatable,9,2025-08-06
C00102_P049,P049,Social Anxiety,not me too real fr fr,validation,relatable,10,2025-08-06
C00103_P049,P049,Social Anxiety,the last line though,ambiguous,relatable,12,2025-08-06
C00104_P049,P049,Social Anxiety,check my page!,generic,neutral,9,2025-08-06
C00105_P049,P049,Social Anxiety,no because personal at this point,validation,relatable,6,2025-08-06
C00106_P049,P049,Social Anxiety,awesome work ++,generic,neutral,10,2025-08-06
C00107_P049,P049,Social Anxiety,i'm in this post and i don't like it lmaoo,validation,relatable,16,2025-08-06
C00108_P049,P049,Social Anxiety,I didn't consent to being exposed 😭,validation,relatable,12,2025-08-06
C00109_P049,P049,Social Anxiety,yeah.,ambiguous,relatable,12,2025-08-06
C00110_P049,P049,Social Anxiety,your page will blow up 🔥,generic,neutral,12,2025-08-06
C00111_P049,P049,Social Anxiety,great content!,generic,neutral,8,2025-08-06
C00112_P049,P049,Social Anxiety,award for most generic post goes to,sarcasm,neutral,10,2025-08-06
C00113_P049,P049,Social Anxiety,hello?? personal at this point ?!,validation,relatable,13,2025-08-06
C00114_P049,P049,Social Anxiety,excuse me so me 😭,validation,relatable,7,2025-08-06
C00115_P049,P049,Social Anxiety,nah my biography anna,validation,relatable,9,2025-08-06
C00116_P049,P049,Social Anxiety,my therapist nad my group chat will hear about this post istg,validation,relatable,9,2025-08-06
C00117_P049,P049,Social Anxiety,not this again,ambiguous,neutral,10,2025-08-06
C00118_P049,P049,Social Anxiety,unfortunately yes,ambiguous,neutral,17,2025-08-06
C00119_P049,P049,Social Anxiety,sending this to the group chat with no context lol,validation,relatable,7,2025-08-06
C00000_P050,P050,Dating & Situationships,which app is this? btw,generic,neutral,13,2025-08-07
C00001_P050,P050,Dating & Situationships,this is just basic psychology,sarcasm,neutral,12,2025-08-07
C00002_P050,P050,Dating & Situationships,crying,ambiguous,relatable,10,2025-08-07
C00003_P050,P050,Dating & Situationships,the ending 😭,ambiguous,relatable,10,2025-08-07
C00004_P050,P050,Dating & Situationships,literally so me bhai,validation,relatable,10,2025-08-07
C00005_P050,P050,Dating & Situationships,facts!,generic,neutral,9,2025-08-07
C00006_P050,P050,Dating & Situationships,keep it up 🔥,generic,neutral,8,2025-08-07
C00007_P050,P050,Dating & Situationships,superb,generic,neutral,11,2025-08-07
C00008_P050,P050,Dating & Situationships,"came here to laugh, stayed to confront myself",validation,relatable,9,2025-08-07
C00000_P051,P051,Money Struggles,my acconut balance is a horror movie,personal_story,relatable,9,2025-08-08
C00001_P051,P051,Money Struggles,wow so relatable 🙄,sarcasm,neutral,7,2025-08-08
C00002_P051,P051,Money Struggles,who allowed you to expose me like this!!,validation,relatable,11,2025-08-08
C00003_P051,P051,Money Struggles,😍 👍,generic,neutral,12,2025-08-08
C00004_P051,P051,Money Struggles,realest thing on my feed today,ambiguous,relatable,12,2025-08-08
C00005_P051,P051,Money Struggles,sending this to the group chat with no context 🥲🥲,validation,relatable,9,2025-08-08
C00006_P051,P051,Money Struggles,why is this screenshot of my head ngl,validation,relatable,5,2025-08-08
C00007_P051,P051,Money Struggles,rs.200 is not small when you have rs.400,personal_story,relatable,16,2025-08-08
C00008_P051,P051,Money Struggles,the way me in one post lol,validation,relatable,9,2025-08-08
C00009_P051,P051,Money Struggles,deserves way more likes btw,generic,neutral,12,2025-08-08
C00010_P051,P051,Money Struggles,"ok but this is literally everyone, nothing unique",sarcasm,neutral,12,2025-08-08
C00011_P051,P051,Money Struggles,this is just basic psychology,sarcasm,neutral,12,2025-08-08
C00012_P051,P051,Money Struggles,i'm going to pretend i didn't read this ong,validation,relatable,9,2025-08-08
C00013_P051,P051,Money Struggles,the timing of this post is suspicious,validation,relatable,9,2025-08-08
C00014_P051,P051,Money Struggles,true that,generic,neutral,11,2025-08-08
C00015_P051,P051,Money Struggles,haha ++,generic,neutral,14,2025-08-08
C00016_P051,P051,Money Struggles,not me literally me pls,validation,relatable,16,2025-08-08
C00017_P051,P051,Money Struggles,superb,generic,neutral,7,2025-08-08
C00018_P051,P051,Money Struggles,superb :),generic,neutral,8,2025-08-08
C00019_P051,P051,Money Struggles,saved this for the next time it happens 😅,validation,relatable,16,2025-08-08
C00020_P051,P051,Money Struggles,FOLLOW FOR FOLLOW?!,generic,neutral,13,2025-08-08
C00021_P051,P051,Money Struggles,ok but it me ong,validation,relatable,14,2025-08-08
C00022_P051,P051,Money Struggles,great content,generic,neutral,8,2025-08-08
C00023_P051,P051,Money Struggles,great content ++,generic,neutral,11,2025-08-08
C00024_P051,P051,Money Struggles,keep it up,generic,neutral,12,2025-08-08
C00025_P051,P051,Money Struggles,facts :),generic,neutral,12,2025-08-08
C00026_P051,P051,Money Struggles,the way exactly what i go through 🥲🥲,validation,relatable,10,2025-08-08
C00027_P051,P051,Money Struggles,I feel seen,ambiguous,neutral,5,2025-08-08
C00028_P051,P051,Money Struggles,I relate to tihs too much pls,validation,relatable,11,2025-08-08
C00029_P051,P051,Money Struggles,why does this feel personal,validation,relatable,9,2025-08-08
C00030_P051,P051,Money Struggles,hello?? it me 😭,validation,relatable,10,2025-08-08
C00031_P051,P051,Money Struggles,wait my whole life lmao,validation,relatable,16,2025-08-08
C00032_P051,P051,Money Struggles,I came to instagram to turn my brain off and instead you described it perfectly 😅,validation,relatable,10,2025-08-08
C00033_P051,P051,Money Struggles,genuinely how do you know my life no cap,validation,relatable,14,2025-08-08
C00034_P051,P051,Money Struggles,every frame is my biography ong,validation,relatable,8,2025-08-08
C00035_P051,P051,Money Struggles,genuinely how do yoou know my life pls,validation,relatable,12,2025-08-08
C00036_P051,P051,Money Struggles,true 🔥,generic,neutral,17,2025-08-08
C00037_P051,P051,Money Struggles,watched this five times already anna,validation,relatable,7,2025-08-08
C00038_P051,P051,Money Struggles,I didn't consent to being exposed 🥲,validation,relatable,4,2025-08-08
C00039_P051,P051,Money Struggles,ok but my whole life ?!,validation,relatable,10,2025-08-08
C00040_P051,P051,Money Struggles,cant even,ambiguous,relatable,7,2025-08-08
C00041_P051,P051,Money Struggles,not me my brain on a normal tuesday!!,validation,relatable,13,2025-08-08
C00000_P052,P052,College & Hostel Life,"we feature meme pages, dm us",spam,neutral,4,2025-08-10
C00001_P052,P052,College & Hostel Life,can you do one on exam results?,question,neutral,11,2025-08-10
C00002_P052,P052,College & Hostel Life,any tips for the 2am version of this?,question,neutral,12,2025-08-10
C00003_P052,P052,College & Hostel Life,the edit quality is insane bro,generic,neutral,12,2025-08-10
C00004_P052,P052,College & Hostel Life,"came here to laugh, stayed to confront myself",validation,relatable,9,2025-08-10
C00005_P052,P052,College & Hostel Life,watched this five times already lmaoo,validation,relatable,12,2025-08-10
C00006_P052,P052,College & Hostel Life,too real,ambiguous,neutral,7,2025-08-10
C00007_P052,P052,College & Hostel Life,our mess soup is just hot water with regret,personal_story,relatable,8,2025-08-10
C00008_P052,P052,College & Hostel Life,I'm in this post and I don't like it ong,validation,relatable,14,2025-08-10
C00009_P052,P052,College & Hostel Life,posted at the right time,generic,neutral,13,2025-08-10
C00010_P052,P052,College & Hostel Life,get free followers at InstaBoost,spam,neutral,5,2025-08-10
C00011_P052,P052,College & Hostel Life,do you take content requests?,question,neutral,9,2025-08-10
C00012_P052,P052,College & Hostel Life,this is just basic psychology,sarcasm,neutral,8,2025-08-10
C00013_P052,P052,College & Hostel Life,THE WAY THE STORY OF MY LIFE!!,validation,relatable,9,2025-08-10
C00014_P052,P052,College & Hostel Life,I didn't consent to being exposed ong,validation,relatable,9,2025-08-10
C00015_P052,P052,College & Hostel Life,😍!,generic,neutral,6,2025-08-10
C00016_P052,P052,College & Hostel Life,excuse me it me lol,validation,relatable,10,2025-08-10
C00017_P052,P052,College & Hostel Life,ok but screenshot of my head 🥲🥲,validation,relatable,13,2025-08-10
C00000_P053,P053,Family Pressure,not me so me lol,validation,relatable,13,2025-08-11
C00001_P053,P053,Family Pressure,uncomfortably accurate,ambiguous,relatable,11,2025-08-11
C00002_P053,P053,Family Pressure,is this based on real events?,question,neutral,7,2025-08-11
C00003_P053,P053,Family Pressure,wow so relatable 🙄,sarcasm,neutral,10,2025-08-11
C00004_P053,P053,Family Pressure,true bro,generic,neutral,15,2025-08-11
C00005_P053,P053,Family Pressure,love this page 🔥,generic,neutral,11,2025-08-11
C00006_P053,P053,Family Pressure,do a collab with us,generic,neutral,11,2025-08-11
C00007_P053,P053,Family Pressure,that's my whole life 🥲,validation,relatable,9,2025-08-11
C00008_P053,P053,Family Pressure,AWARD FOR MOST GENERIC POST GOES TO,sarcasm,neutral,10,2025-08-11
C00009_P053,P053,Family Pressure,ok but too accurate lmao,validation,relatable,15,2025-08-11
C00010_P053,P053,Family Pressure,do a collab with us 👍,generic,neutral,12,2025-08-11
C00011_P053,P053,Family Pressure,the edit quality is insane macha,generic,neutral,13,2025-08-11
C00012_P053,P053,Family Pressure,I live this every single day istg,validation,relatable,10,2025-08-11
C00013_P053,P053,Family Pressure,log kya kahenge' has ruined more careers than failure ever did,personal_story,relatable,12,2025-08-11
C00014_P053,P053,Family Pressure,this is so me,validation,relatable,9,2025-08-11
C00015_P053,P053,Family Pressure,painfully accurate ngl,validation,relatable,12,2025-08-11
C00016_P053,P053,Family Pressure,great content sis,generic,neutral,10,2025-08-11
C00017_P053,P053,Family Pressure,that hit close to home 😅,validation,relatable,10,2025-08-11
C00018_P053,P053,Family Pressure,"watched this, closed the app, opened it again, watched it again. yeah. pls",validation,relatable,12,2025-08-11
C00019_P053,P053,Family Pressure,this speaks for my whole generation istg,validation,relatable,15,2025-08-11
C00020_P053,P053,Family Pressure,LITERALLY EXACTLY WHAT I GO THROUGH!!,validation,relatable,6,2025-08-11
C00021_P053,P053,Family Pressure,this felt personal,ambiguous,neutral,14,2025-08-11
C00022_P053,P053,Family Pressure,not me me in one post,validation,relatable,9,2025-08-11
C00023_P053,P053,Family Pressure,mood.,ambiguous,relatable,10,2025-08-11
C00024_P053,P053,Family Pressure,I paused. sat down. processed. same.,validation,relatable,5,2025-08-11
C00025_P053,P053,Family Pressure,crying,ambiguous,neutral,9,2025-08-11
C00026_P053,P053,Family Pressure,this is the kind of post you save at 2am and rewatch when it happens again lmao,validation,relatable,11,2025-08-11
C00027_P053,P053,Family Pressure,haha true btw,generic,neutral,6,2025-08-11
C00028_P053,P053,Family Pressure,do a collab with us :),generic,neutral,11,2025-08-11
C00029_P053,P053,Family Pressure,true that,generic,neutral,15,2025-08-11
C00030_P053,P053,Family Pressure,"I'm the family NGO, free labour included",personal_story,relatable,7,2025-08-11
C00031_P053,P053,Family Pressure,I feel seen,ambiguous,relatable,13,2025-08-11
