comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on,clean,relatable_tag,relatable_probability,lexicon_score
C00107_P049,P049,Social Anxiety,i'm in this post and i don't like it lmaoo,validation,relatable,16,2025-08-06,i'm in this post and i don't like it lmaoo,Relatable,0.9689,0.0
C00108_P049,P049,Social Anxiety,I didn't consent to being exposed 😭,validation,relatable,12,2025-08-06,i didn't consent to being exposed,Relatable,0.9666,0.0
C00109_P049,P049,Social Anxiety,yeah.,ambiguous,relatable,12,2025-08-06,yeah,Neutral,0.3148,0.0
C00110_P049,P049,Social Anxiety,your page will blow up 🔥,generic,neutral,12,2025-08-06,your page will blow up,Neutral,0.0171,-0.34
C00111_P049,P049,Social Anxiety,great content!,generic,neutral,8,2025-08-06,great content!,Neutral,0.0295,-0.14
C00112_P049,P049,Social Anxiety,award for most generic post goes to,sarcasm,neutral,10,2025-08-06,award for most generic post goes to,Neutral,0.0696,0.0
C00113_P049,P049,Social Anxiety,hello?? personal at this point ?!,validation,relatable,13,2025-08-06,hello personal at this point !,Relatable,0.9466,0.2
C00114_P049,P049,Social Anxiety,excuse me so me 😭,validation,relatable,7,2025-08-06,excuse me so me,Relatable,0.9691,0.34
C00115_P049,P049,Social Anxiety,nah my biography anna,validation,relatable,9,2025-08-06,nah my biography anna,Relatable,0.9653,0.0
C00116_P049,P049,Social Anxiety,my therapist nad my group chat will hear about this post istg,validation,relatable,9,2025-08-06,my therapist nad my group chat will hear about this post istg,Relatable,0.925,0.0
C00117_P049,P049,Social Anxiety,not this again,ambiguous,neutral,10,2025-08-06,not this again,Neutral,0.285,0.0
C00118_P049,P049,Social Anxiety,unfortunately yes,ambiguous,neutral,17,2025-08-06,unfortunately yes,Relatable,0.5491,0.0
C00119_P049,P049,Social Anxiety,sending this to the group chat with no context lol,validation,relatable,7,2025-08-06,sending this to the group chat with no context lol,Relatable,0.9597,0.0
C00000_P050,P050,Dating & Situationships,which app is this? btw,generic,neutral,13,2025-08-07,which app is this btw,Neutral,0.0174,-0.34
C00001_P050,P050,Dating & Situationships,this is just basic psychology,sarcasm,neutral,12,2025-08-07,this is just basic psychology,Neutral,0.0677,0.0
C00002_P050,P050,Dating & Situationships,crying,ambiguous,relatable,10,2025-08-07,crying,Relatable,0.5878,0.34
C00003_P050,P050,Dating & Situationships,the ending 😭,ambiguous,relatable,10,2025-08-07,the ending,Relatable,0.6694,0.0
C00004_P050,P050,Dating & Situationships,literally so me bhai,validation,relatable,10,2025-08-07,literally so me bhai,Relatable,0.964,0.68
C00005_P050,P050,Dating & Situationships,facts!,generic,neutral,9,2025-08-07,facts!,Neutral,0.0317,0.2
C00006_P050,P050,Dating & Situationships,keep it up 🔥,generic,neutral,8,2025-08-07,keep it up,Neutral,0.0382,0.0
C00007_P050,P050,Dating & Situationships,superb,generic,neutral,11,2025-08-07,superb,Neutral,0.0327,0.0
C00008_P050,P050,Dating & Situationships,"came here to laugh, stayed to confront myself",validation,relatable,9,2025-08-07,came here to laugh stayed to confront myself,Relatable,0.9669,0.34
C00000_P051,P051,Money Struggles,my acconut balance is a horror movie,personal_story,relatable,9,2025-08-08,my acconut balance is a horror movie,Relatable,0.8926,0.0
C00001_P051,P051,Money Struggles,wow so relatable 🙄,sarcasm,neutral,7,2025-08-08,wow so relatable,Neutral,0.0446,0.34
C00002_P051,P051,Money Struggles,who allowed you to expose me like this!!,validation,relatable,11,2025-08-08,who allowed you to expose me like this!!,Relatable,0.951,0.74
C00003_P051,P051,Money Struggles,😍 👍,generic,neutral,12,2025-08-08,,Neutral,0.2792,0.0
C00004_P051,P051,Money Struggles,realest thing on my feed today,ambiguous,relatable,12,2025-08-08,realest thing on my feed today,Relatable,0.5428,0.0
C00005_P051,P051,Money Struggles,sending this to the group chat with no context 🥲🥲,validation,relatable,9,2025-08-08,sending this to the group chat with no context,Relatable,0.9566,0.0
C00006_P051,P051,Money Struggles,why is this screenshot of my head ngl,validation,relatable,5,2025-08-08,why is this screenshot of my head ngl,Relatable,0.9713,0.0
C00007_P051,P051,Money Struggles,rs.200 is not small when you have rs.400,personal_story,relatable,16,2025-08-08,rs is not small when you have rs,Relatable,0.8715,0.0
C00008_P051,P051,Money Struggles,the way me in one post lol,validation,relatable,9,2025-08-08,the way me in one post lol,Relatable,0.9772,0.34
C00009_P051,P051,Money Struggles,deserves way more likes btw,generic,neutral,12,2025-08-08,deserves way more likes btw,Neutral,0.0241,0.0
C00010_P051,P051,Money Struggles,"ok but this is literally everyone, nothing unique",sarcasm,neutral,12,2025-08-08,ok but this is literally everyone nothing unique,Neutral,0.088,0.34
C00011_P051,P051,Money Struggles,this is just basic psychology,sarcasm,neutral,12,2025-08-08,this is just basic psychology,Neutral,0.0677,0.0
C00012_P051,P051,Money Struggles,i'm going to pretend i didn't read this ong,validation,relatable,9,2025-08-08,i'm going to pretend i didn't read this ong,Relatable,0.9829,0.0
C00013_P051,P051,Money Struggles,the timing of this post is suspicious,validation,relatable,9,2025-08-08,the timing of this post is suspicious,Relatable,0.9637,0.0
C00014_P051,P051,Money Struggles,true that,generic,neutral,11,2025-08-08,true that,Neutral,0.0249,0.34
C00015_P051,P051,Money Struggles,haha ++,generic,neutral,14,2025-08-08,haha,Neutral,0.0245,0.0
C00016_P051,P051,Money Struggles,not me literally me pls,validation,relatable,16,2025-08-08,not me literally me pls,Relatable,0.9814,0.68
C00017_P051,P051,Money Struggles,superb,generic,neutral,7,2025-08-08,superb,Neutral,0.0327,0.0
C00018_P051,P051,Money Struggles,superb :),generic,neutral,8,2025-08-08,superb,Neutral,0.0327,0.0
C00019_P051,P051,Money Struggles,saved this for the next time it happens 😅,validation,relatable,16,2025-08-08,saved this for the next time it happens,Relatable,0.95,0.0
C00020_P051,P051,Money Struggles,FOLLOW FOR FOLLOW?!,generic,neutral,13,2025-08-08,follow for follow !,Neutral,0.0253,-0.14
C00021_P051,P051,Money Struggles,ok but it me ong,validation,relatable,14,2025-08-08,ok but it me ong,Relatable,0.9642,0.34
C00022_P051,P051,Money Struggles,great content,generic,neutral,8,2025-08-08,great content,Neutral,0.0295,-0.34
C00023_P051,P051,Money Struggles,great content ++,generic,neutral,11,2025-08-08,great content,Neutral,0.0295,-0.34
C00024_P051,P051,Money Struggles,keep it up,generic,neutral,12,2025-08-08,keep it up,Neutral,0.0382,0.0
C00025_P051,P051,Money Struggles,facts :),generic,neutral,12,2025-08-08,facts,Neutral,0.0317,0.0
C00026_P051,P051,Money Struggles,the way exactly what i go through 🥲🥲,validation,relatable,10,2025-08-08,the way exactly what i go through,Relatable,0.9712,0.34
C00027_P051,P051,Money Struggles,I feel seen,ambiguous,neutral,5,2025-08-08,i feel seen,Neutral,0.3236,0.34
C00028_P051,P051,Money Struggles,I relate to tihs too much pls,validation,relatable,11,2025-08-08,i relate to tihs too much pls,Relatable,0.9253,0.0
C00029_P051,P051,Money Struggles,why does this feel personal,validation,relatable,9,2025-08-08,why does this feel personal,Relatable,0.9388,0.0
C00030_P051,P051,Money Struggles,hello?? it me 😭,validation,relatable,10,2025-08-08,hello it me,Relatable,0.971,0.34
C00031_P051,P051,Money Struggles,wait my whole life lmao,validation,relatable,16,2025-08-08,wait my whole life lmao,Relatable,0.9802,0.0
C00032_P051,P051,Money Struggles,I came to instagram to turn my brain off and instead you described it perfectly 😅,validation,relatable,10,2025-08-08,i came to instagram to turn my brain off and instead you described it perfectly,Relatable,0.9285,0.0
C00033_P051,P051,Money Struggles,genuinely how do you know my life no cap,validation,relatable,14,2025-08-08,genuinely how do you know my life no cap,Relatable,0.9513,0.0
C00034_P051,P051,Money Struggles,every frame is my biography ong,validation,relatable,8,2025-08-08,every frame is my biography ong,Relatable,0.9766,0.0
C00035_P051,P051,Money Struggles,genuinely how do yoou know my life pls,validation,relatable,12,2025-08-08,genuinely how do yoou know my life pls,Relatable,0.9258,0.0
C00036_P051,P051,Money Struggles,true 🔥,generic,neutral,17,2025-08-08,true,Neutral,0.0084,0.34
C00037_P051,P051,Money Struggles,watched this five times already anna,validation,relatable,7,2025-08-08,watched this five times already anna,Relatable,0.9528,0.0
C00038_P051,P051,Money Struggles,I didn't consent to being exposed 🥲,validation,relatable,4,2025-08-08,i didn't consent to being exposed,Relatable,0.9666,0.0
C00039_P051,P051,Money Struggles,ok but my whole life ?!,validation,relatable,10,2025-08-08,ok but my whole life !,Relatable,0.9773,0.2
C00040_P051,P051,Money Struggles,cant even,ambiguous,relatable,7,2025-08-08,cant even,Neutral,0.4987,0.0
C00041_P051,P051,Money Struggles,not me my brain on a normal tuesday!!,validation,relatable,13,2025-08-08,not me my brain on a normal tuesday!!,Relatable,0.9862,0.74
C00000_P052,P052,College & Hostel Life,"we feature meme pages, dm us",spam,neutral,4,2025-08-10,we feature meme pages dm us,Neutral,0.0882,-0.34
C00001_P052,P052,College & Hostel Life,can you do one on exam results?,question,neutral,11,2025-08-10,can you do one on exam results,Neutral,0.1137,0.0
C00002_P052,P052,College & Hostel Life,any tips for the 2am version of this?,question,neutral,12,2025-08-10,any tips for the am version of this,Neutral,0.104,-0.34
C00003_P052,P052,College & Hostel Life,the edit quality is insane bro,generic,neutral,12,2025-08-10,the edit quality is insane bro,Neutral,0.0209,-0.34
C00004_P052,P052,College & Hostel Life,"came here to laugh, stayed to confront myself",validation,relatable,9,2025-08-10,came here to laugh stayed to confront myself,Relatable,0.9669,0.34
C00005_P052,P052,College & Hostel Life,watched this five times already lmaoo,validation,relatable,12,2025-08-10,watched this five times already lmaoo,Relatable,0.9538,0.0
C00006_P052,P052,College & Hostel Life,too real,ambiguous,neutral,7,2025-08-10,too real,Relatable,0.8173,0.34
C00007_P052,P052,College & Hostel Life,our mess soup is just hot water with regret,personal_story,relatable,8,2025-08-10,our mess soup is just hot water with regret,Relatable,0.8672,0.0
C00008_P052,P052,College & Hostel Life,I'm in this post and I don't like it ong,validation,relatable,14,2025-08-10,i'm in this post and i don't like it ong,Relatable,0.9598,0.0
C00009_P052,P052,College & Hostel Life,posted at the right time,generic,neutral,13,2025-08-10,posted at the right time,Neutral,0.0522,0.0
C00010_P052,P052,College & Hostel Life,get free followers at InstaBoost,spam,neutral,5,2025-08-10,get free followers at instaboost,Neutral,0.085,-0.34
C00011_P052,P052,College & Hostel Life,do you take content requests?,question,neutral,9,2025-08-10,do you take content requests,Neutral,0.0476,0.0
C00012_P052,P052,College & Hostel Life,this is just basic psychology,sarcasm,neutral,8,2025-08-10,this is just basic psychology,Neutral,0.0677,0.0
C00013_P052,P052,College & Hostel Life,THE WAY THE STORY OF MY LIFE!!,validation,relatable,9,2025-08-10,the way the story of my life!!,Relatable,0.9826,0.4
C00014_P052,P052,College & Hostel Life,I didn't consent to being exposed ong,validation,relatable,9,2025-08-10,i didn't consent to being exposed ong,Relatable,0.9778,0.0
C00015_P052,P052,College & Hostel Life,😍!,generic,neutral,6,2025-08-10,!,Neutral,0.2792,0.2
C00016_P052,P052,College & Hostel Life,excuse me it me lol,validation,relatable,10,2025-08-10,excuse me it me lol,Relatable,0.9729,0.34
C00017_P052,P052,College & Hostel Life,ok but screenshot of my head 🥲🥲,validation,relatable,13,2025-08-10,ok but screenshot of my head,Relatable,0.9744,0.0
C00000_P053,P053,Family Pressure,not me so me lol,validation,relatable,13,2025-08-11,not me so me lol,Relatable,0.9776,0.34
C00001_P053,P053,Family Pressure,uncomfortably accurate,ambiguous,relatable,11,2025-08-11,uncomfortably accurate,Neutral,0.1746,0.34
C00002_P053,P053,Family Pressure,is this based on real events?,question,neutral,7,2025-08-11,is this based on real events,Neutral,0.0778,0.34
C00003_P053,P053,Family Pressure,wow so relatable 🙄,sarcasm,neutral,10,2025-08-11,wow so relatable,Neutral,0.0446,0.34
C00004_P053,P053,Family Pressure,true bro,generic,neutral,15,2025-08-11,true bro,Neutral,0.0222,0.34
C00005_P053,P053,Family Pressure,love this page 🔥,generic,neutral,11,2025-08-11,love this page,Neutral,0.0197,-0.34
C00006_P053,P053,Family Pressure,do a collab with us,generic,neutral,11,2025-08-11,do a collab with us,Neutral,0.0347,-0.34
C00007_P053,P053,Family Pressure,that's my whole life 🥲,validation,relatable,9,2025-08-11,that's my whole life,Relatable,0.9682,0.0
C00008_P053,P053,Family Pressure,AWARD FOR MOST GENERIC POST GOES TO,sarcasm,neutral,10,2025-08-11,award for most generic post goes to,Neutral,0.0696,0.0
C00009_P053,P053,Family Pressure,ok but too accurate lmao,validation,relatable,15,2025-08-11,ok but too accurate lmao,Relatable,0.9563,0.34
C00010_P053,P053,Family Pressure,do a collab with us 👍,generic,neutral,12,2025-08-11,do a collab with us,Neutral,0.0347,-0.34
C00011_P053,P053,Family Pressure,the edit quality is insane macha,generic,neutral,13,2025-08-11,the edit quality is insane macha,Neutral,0.0165,-0.34
C00012_P053,P053,Family Pressure,I live this every single day istg,validation,relatable,10,2025-08-11,i live this every single day istg,Relatable,0.9371,0.0
C00013_P053,P053,Family Pressure,log kya kahenge' has ruined more careers than failure ever did,personal_story,relatable,12,2025-08-11,log kya kahenge' has ruined more careers than failure ever did,Relatable,0.8525,0.0
C00014_P053,P053,Family Pressure,this is so me,validation,relatable,9,2025-08-11,this is so me,Relatable,0.9807,0.34
C00015_P053,P053,Family Pressure,painfully accurate ngl,validation,relatable,12,2025-08-11,painfully accurate ngl,Relatable,0.9406,0.68
C00016_P053,P053,Family Pressure,great content sis,generic,neutral,10,2025-08-11,great content sis,Neutral,0.0222,-0.34
C00017_P053,P053,Family Pressure,that hit close to home 😅,validation,relatable,10,2025-08-11,that hit close to home,Relatable,0.9468,0.34
C00018_P053,P053,Family Pressure,"watched this, closed the app, opened it again, watched it again. yeah. pls",validation,relatable,12,2025-08-11,watched this closed the app opened it again watched it again yeah pls,Relatable,0.9142,-0.34
C00019_P053,P053,Family Pressure,this speaks for my whole generation istg,validation,relatable,15,2025-08-11,this speaks for my whole generation istg,Relatable,0.9716,0.0
C00020_P053,P053,Family Pressure,LITERALLY EXACTLY WHAT I GO THROUGH!!,validation,relatable,6,2025-08-11,literally exactly what i go through!!,Relatable,0.9614,1.0
C00021_P053,P053,Family Pressure,this felt personal,ambiguous,neutral,14,2025-08-11,this felt personal,Relatable,0.7053,0.34
C00022_P053,P053,Family Pressure,not me me in one post,validation,relatable,9,2025-08-11,not me me in one post,Relatable,0.9812,0.34
C00023_P053,P053,Family Pressure,mood.,ambiguous,relatable,10,2025-08-11,mood,Neutral,0.3889,0.0
C00024_P053,P053,Family Pressure,I paused. sat down. processed. same.,validation,relatable,5,2025-08-11,i paused sat down processed same,Relatable,0.9534,0.34
C00025_P053,P053,Family Pressure,crying,ambiguous,neutral,9,2025-08-11,crying,Relatable,0.5878,0.34
C00026_P053,P053,Family Pressure,this is the kind of post you save at 2am and rewatch when it happens again lmao,validation,relatable,11,2025-08-11,this is the kind of post you save at am and rewatch when it happens again lmao,Relatable,0.945,0.0
C00027_P053,P053,Family Pressure,haha true btw,generic,neutral,6,2025-08-11,haha true btw,Neutral,0.0079,0.34
C00028_P053,P053,Family Pressure,do a collab with us :),generic,neutral,11,2025-08-11,do a collab with us,Neutral,0.0347,-0.34
C00029_P053,P053,Family Pressure,true that,generic,neutral,15,2025-08-11,true that,Neutral,0.0249,0.34
C00030_P053,P053,Family Pressure,"I'm the family NGO, free labour included",personal_story,relatable,7,2025-08-11,i'm the family ngo free labour included,Relatable,0.8586,-0.34
C00031_P053,P053,Family Pressure,I feel seen,ambiguous,relatable,13,2025-08-11,i feel seen,Neutral,0.3236,0.34
C00032_P053,P053,Family Pressure,my therapist and my group chat will hear about this post lmaoo,validation,relatable,10,2025-08-11,my therapist and my group chat will hear about this post lmaoo,Relatable,0.9433,0.0
C00033_P053,P053,Family Pressure,🔥🔥!,generic,neutral,12,2025-08-11,!,Neutral,0.2792,0.2
C00034_P053,P053,Family Pressure,haha 🔥,generic,neutral,9,2025-08-11,haha,Neutral,0.0245,0.0
C00035_P053,P053,Family Pressure,this is literally em istg,validation,relatable,8,2025-08-11,this is literally em istg,Relatable,0.8259,0.34
C00036_P053,P053,Family Pressure,true that sis,generic,neutral,8,2025-08-11,true that sis,Neutral,0.0199,0.34
C00037_P053,P053,Family Pressure,nah a documentary about me fr,validation,relatable,7,2025-08-11,nah a documentary about me fr,Relatable,0.9761,0.34
C00038_P053,P053,Family Pressure,not me so me lmaoo,validation,relatable,8,2025-08-11,not me so me lmaoo,Relatable,0.9801,0.34
C00039_P053,P053,Family Pressure,make one about first job interviews please,question,neutral,12,2025-08-11,make one about first job interviews please,Neutral,0.0366,0.0
C00040_P053,P053,Family Pressure,watched this five times already 😭😭,validation,relatable,14,2025-08-11,watched this five times already,Relatable,0.9518,0.0
C00041_P053,P053,Family Pressure,this one,ambiguous,relatable,13,2025-08-11,this one,Neutral,0.405,0.0
C00042_P053,P053,Family Pressure,your page will blow up btw,generic,neutral,12,2025-08-11,your page will blow up btw,Neutral,0.0114,-0.34
C00043_P053,P053,Family Pressure,this is so me yaar,validation,relatable,7,2025-08-11,this is so me yaar,Relatable,0.9771,0.34
C00044_P053,P053,Family Pressure,check my page!,generic,neutral,9,2025-08-11,check my page!,Neutral,0.0322,-0.14
C00045_P053,P053,Family Pressure,that hit close to home lmao,validation,relatable,9,2025-08-11,that hit close to home lmao,Relatable,0.9652,0.34
C00046_P053,P053,Family Pressure,fr personal at this point anna,validation,relatable,9,2025-08-11,fr personal at this point anna,Relatable,0.9655,0.0
C00047_P053,P053,Family Pressure,first commetn !!,generic,neutral,11,2025-08-11,first commetn !!,Neutral,0.0443,0.4
C00048_P053,P053,Family Pressure,so true btw,generic,neutral,11,2025-08-11,so true btw,Neutral,0.0209,0.34
C00049_P053,P053,Family Pressure,i came to instagram to turn my brain off and instead you described it perfectly 😭,validation,relatable,10,2025-08-11,i came to instagram to turn my brain off and instead you described it perfectly,Relatable,0.9285,0.0
C00050_P053,P053,Family Pressure,free followers in bio,generic,neutral,10,2025-08-11,free followers in bio,Neutral,0.0357,-0.68
C00051_P053,P053,Family Pressure,deserves way more likes!,generic,neutral,14,2025-08-11,deserves way more likes!,Neutral,0.0361,0.2
C00052_P053,P053,Family Pressure,check my page,generic,neutral,13,2025-08-11,check my page,Neutral,0.0322,-0.68
C00053_P053,P053,Family Pressure,this is the kind of post you save at 2am and rewatch when it happens again ong,validation,relatable,9,2025-08-11,this is the kind of post you save at am and rewatch when it happens again ong,Relatable,0.9402,0.0
C00054_P053,P053,Family Pressure,why does this feel personal 😭😭,validation,relatable,15,2025-08-11,why does this feel personal,Relatable,0.9388,0.0
C00055_P053,P053,Family Pressure,not me my brain on a normal tuesday,validation,relatable,16,2025-08-11,not me my brain on a normal tuesday,Relatable,0.9862,0.34
C00056_P053,P053,Family Pressure,I agree sis,generic,neutral,9,2025-08-11,i agree sis,Neutral,0.013,0.0
C00057_P053,P053,Family Pressure,unfortunately yes,ambiguous,relatable,10,2025-08-11,unfortunately yes,Relatable,0.5491,0.0
C00058_P053,P053,Family Pressure,reporting this for personal damage yaar,validation,relatable,11,2025-08-11,reporting this for personal damage yaar,Relatable,0.9653,0.0
C00059_P053,P053,Family Pressure,ok but my whole life fr,validation,relatable,16,2025-08-11,ok but my whole life fr,Relatable,0.9805,0.0
C00060_P053,P053,Family Pressure,took the words right out of my mouth 💀,validation,relatable,14,2025-08-11,took the words right out of my mouth,Relatable,0.9668,0.0
C00061_P053,P053,Family Pressure,first comment macha,generic,neutral,7,2025-08-11,first comment macha,Neutral,0.0117,0.0
C00062_P053,P053,Family Pressure,wait a documentary about me pls,validation,relatable,10,2025-08-11,wait a documentary about me pls,Relatable,0.9691,0.34
C00063_P053,P053,Family Pressure,"hold on, too accurate...",validation,relatable,11,2025-08-11,hold on too accurate,Relatable,0.9662,0.34
C00064_P053,P053,Family Pressure,oh.,ambiguous,neutral,11,2025-08-11,oh,Neutral,0.119,0.0
C00065_P053,P053,Family Pressure,no because too real istg,validation,relatable,8,2025-08-11,no because too real istg,Relatable,0.8845,0.34
C00066_P053,P053,Family Pressure,LITERALLY TOO REAL NGL,validation,relatable,14,2025-08-11,literally too real ngl,Relatable,0.9304,0.68
C00067_P053,P053,Family Pressure,first comment 👍,generic,neutral,12,2025-08-11,first comment,Neutral,0.0263,0.0
C00068_P053,P053,Family Pressure,exactly.,ambiguous,relatable,14,2025-08-11,exactly,Neutral,0.3346,0.34
C00069_P053,P053,Family Pressure,"came here to laugh, stayed to confront myself no cap",validation,relatable,14,2025-08-11,came here to laugh stayed to confront myself no cap,Relatable,0.9753,0.34
C00070_P053,P053,Family Pressure,watched this five times already lol,validation,relatable,13,2025-08-11,watched this five times already lol,Relatable,0.9438,0.0
C00071_P053,P053,Family Pressure,the algorithm finally did something right 👍,generic,neutral,10,2025-08-11,the algorithm finally did something right,Neutral,0.0521,0.0
C00072_P053,P053,Family Pressure,"hold on, so me no cap",validation,relatable,12,2025-08-11,hold on so me no cap,Relatable,0.9747,0.34
C00073_P053,P053,Family Pressure,so true sis,generic,neutral,8,2025-08-11,so true sis,Neutral,0.0234,0.34
C00074_P053,P053,Family Pressure,took the words right out of my mouth no cap,validation,relatable,12,2025-08-11,took the words right out of my mouth no cap,Relatable,0.9758,0.0
C00075_P053,P053,Family Pressure,I felt that...,validation,relatable,8,2025-08-11,i felt that,Relatable,0.935,0.34
C00076_P053,P053,Family Pressure,THE HONESTY IS REFRESHING,ambiguous,neutral,12,2025-08-11,the honesty is refreshing,Neutral,0.4722,0.0
C00077_P053,P053,Family Pressure,the edit quality is insane,generic,neutral,9,2025-08-11,the edit quality is insane,Neutral,0.0239,-0.34
C00078_P053,P053,Family Pressure,literally thee story of my life bhai,validation,relatable,7,2025-08-11,literally thee story of my life bhai,Relatable,0.9838,0.34
C00079_P053,P053,Family Pressure,part 2 please?,question,neutral,8,2025-08-11,part please,Neutral,0.0278,-0.34
C00080_P053,P053,Family Pressure,no because personal at this point lol,validation,relatable,3,2025-08-11,no because personal at this point lol,Relatable,0.9497,0.0
C00081_P053,P053,Family Pressure,this is so me 😅,validation,relatable,12,2025-08-11,this is so me,Relatable,0.9807,0.34
C00082_P053,P053,Family Pressure,cool edit btw,generic,neutral,13,2025-08-11,cool edit btw,Neutral,0.0198,-0.68
C00083_P053,P053,Family Pressure,so true ++,generic,neutral,11,2025-08-11,so true,Neutral,0.0315,0.34
C00084_P053,P053,Family Pressure,dm for promotions btw,generic,neutral,8,2025-08-11,dm for promotions btw,Neutral,0.0167,-0.34
C00085_P053,P053,Family Pressure,do a collab with us bro,generic,neutral,7,2025-08-11,do a collab with us bro,Neutral,0.0234,-0.34
C00086_P053,P053,Family Pressure,this is literally me ?!,validation,relatable,5,2025-08-11,this is literally me !,Relatable,0.9766,0.88
C00087_P053,P053,Family Pressure,why does this feel personal ngl,validation,relatable,8,2025-08-11,why does this feel personal ngl,Relatable,0.9474,0.0
C00088_P053,P053,Family Pressure,can you make one abotu exams?,question,neutral,15,2025-08-11,can you make one abotu exams,Neutral,0.0912,0.0
C00089_P053,P053,Family Pressure,ok but too accurate!!,validation,relatable,9,2025-08-11,ok but too accurate!!,Relatable,0.955,0.4
C00090_P053,P053,Family Pressure,wait screenshot of my head ?!,validation,relatable,10,2025-08-11,wait screenshot of my head !,Relatable,0.9674,0.2
C00091_P053,P053,Family Pressure,it's too accurate no acp,validation,relatable,7,2025-08-11,it's too accurate no acp,Relatable,0.9649,0.34
C00092_P053,P053,Family Pressure,nah my brain on a normal tuesday,validation,relatable,8,2025-08-11,nah my brain on a normal tuesday,Relatable,0.962,0.0
C00093_P053,P053,Family Pressure,the edit quality is insane sis,generic,neutral,11,2025-08-11,the edit quality is insane sis,Neutral,0.0135,-0.34
C00094_P053,P053,Family Pressure,cool edit,generic,neutral,12,2025-08-11,cool edit,Neutral,0.0241,-0.68
C00095_P053,P053,Family Pressure,🔥🔥 ++,generic,neutral,9,2025-08-11,,Neutral,0.2792,0.0
C00096_P053,P053,Family Pressure,took the words right out of my mouth ong,validation,relatable,6,2025-08-11,took the words right out of my mouth ong,Relatable,0.9693,0.0
C00097_P053,P053,Family Pressure,I relate to this too much 😅,validation,relatable,10,2025-08-11,i relate to this too much,Relatable,0.9599,0.0
C00098_P053,P053,Family Pressure,reading this at 3am was a mistake lmao,validation,relatable,9,2025-08-11,reading this at am was a mistake lmao,Relatable,0.9612,0.0
C00099_P053,P053,Family Pressure,every frame is my biography bhai,validation,relatable,8,2025-08-11,every frame is my biography bhai,Relatable,0.9752,0.0
C00100_P053,P053,Family Pressure,this is my biography yaar,validation,relatable,16,2025-08-11,this is my biography yaar,Relatable,0.9812,0.0
C00101_P053,P053,Family Pressure,ok boomer,sarcasm,neutral,12,2025-08-11,ok boomer,Neutral,0.0538,0.0
C00102_P053,P053,Family Pressure,why is this the story of my life bhai,validation,relatable,11,2025-08-11,why is this the story of my life bhai,Relatable,0.9783,0.0
C00103_P053,P053,Family Pressure,reporting this for personal damage fr fr,validation,relatable,10,2025-08-11,reporting this for personal damage fr fr,Relatable,0.9725,0.0
C00104_P053,P053,Family Pressure,deep. very deep.,sarcasm,neutral,10,2025-08-11,deep very deep,Neutral,0.0437,0.0
C00105_P053,P053,Family Pressure,ok so personal at this point ngl,validation,relatable,11,2025-08-11,ok so personal at this point ngl,Relatable,0.957,0.0
C00106_P053,P053,Family Pressure,ok so exactly what i go through lmao,validation,relatable,12,2025-08-11,ok so exactly what i go through lmao,Relatable,0.968,0.34
C00107_P053,P053,Family Pressure,love this page,generic,neutral,12,2025-08-11,love this page,Neutral,0.0197,-0.34
C00108_P053,P053,Family Pressure,THIS IS A DOCUMENTARY ABOUT ME LMAO,validation,relatable,8,2025-08-11,this is a documentary about me lmao,Relatable,0.9728,0.34
C00109_P053,P053,Family Pressure,fr my last three years in one video 💀,validation,relatable,11,2025-08-11,fr my last three years in one video,Relatable,0.9787,0.0
C00110_P053,P053,Family Pressure,painfully accurate da,validation,relatable,10,2025-08-11,painfully accurate da,Relatable,0.9373,0.68
C00111_P053,P053,Family Pressure,this is literally me,validation,relatable,14,2025-08-11,this is literally me,Relatable,0.9766,0.68
C00112_P053,P053,Family Pressure,which app is this? 🔥,generic,neutral,12,2025-08-11,which app is this,Neutral,0.025,-0.34
C00113_P053,P053,Family Pressure,"hold on, the story of my life da",validation,relatable,11,2025-08-11,hold on the story of my life da,Relatable,0.9917,0.0
C00114_P053,P053,Family Pressure,deserves way more likes !!,generic,neutral,7,2025-08-11,deserves way more likes !!,Neutral,0.0361,0.4
C00115_P053,P053,Family Pressure,i agree,generic,neutral,11,2025-08-11,i agree,Neutral,0.0316,0.0
C00116_P053,P053,Family Pressure,stop describing me yaar,validation,relatable,7,2025-08-11,stop describing me yaar,Relatable,0.9639,0.34
C00117_P053,P053,Family Pressure,the way I did this exact thing this morning and now I'm being called out publicly 🥲🥲,validation,relatable,9,2025-08-11,the way i did this exact thing this morning and now i'm being called out publicly,Relatable,0.905,0.34
C00118_P053,P053,Family Pressure,underrated page fr !!,generic,neutral,8,2025-08-11,underrated page fr !!,Neutral,0.0312,0.06
C00119_P053,P053,Family Pressure,I didn't consent to being exposed fr,validation,relatable,12,2025-08-11,i didn't consent to being exposed fr,Relatable,0.9725,0.0
C00000_P054,P054,Self-Image & Comparison,do a collab with us 👍,generic,neutral,7,2025-08-13,do a collab with us,Neutral,0.0347,-0.34
C00001_P054,P054,Self-Image & Comparison,song name please?,generic,neutral,11,2025-08-13,song name please,Neutral,0.019,-0.34
C00002_P054,P054,Self-Image & Comparison,this is literally me 😭😭,validation,relatable,11,2025-08-13,this is literally me,Relatable,0.9766,0.68
C00003_P054,P054,Self-Image & Comparison,who allowed you to expose me like this 😭,validation,relatable,12,2025-08-13,who allowed you to expose me like this,Relatable,0.951,0.34
